Pair,Delta_Electrode1,Theta_Electrode1,Alpha_Electrode1,Beta_Electrode1,Gamma_Electrode1,Delta_Electrode2,Theta_Electrode2,Alpha_Electrode2,Beta_Electrode2,Gamma_Electrode2,Delta_Electrode3,Theta_Electrode3,Alpha_Electrode3,Beta_Electrode3,Gamma_Electrode3,Delta_Electrode4,Theta_Electrode4,Alpha_Electrode4,Beta_Electrode4,Gamma_Electrode4,Delta_Electrode5,Theta_Electrode5,Alpha_Electrode5,Beta_Electrode5,Gamma_Electrode5,Delta_Electrode6,Theta_Electrode6,Alpha_Electrode6,Beta_Electrode6,Gamma_Electrode6,Delta_Electrode7,Theta_Electrode7,Alpha_Electrode7,Beta_Electrode7,Gamma_Electrode7,Delta_Electrode8,Theta_Electrode8,Alpha_Electrode8,Beta_Electrode8,Gamma_Electrode8
pair 30,-0.046427754788662,0.0048830820362126,-0.0089416860632774,0.017673610866856,0.0514615938051116,-0.0360080702888589,0.0060026864022667,-0.0064427292836229,0.0112351515148882,0.157183761592645,0.0531469988962225,0.0577872986185867,0.0066177564359549,0.0020086678006693,0.0331618235456087,-0.0003263453516049,0.017642986135932,-0.009494634504017,0.0035218323809954,0.106973066580357,0.0512997691591784,0.0097387235477458,-0.0164509739359393,0.0053598985585763,0.158654143022753,-0.0246436760363175,-0.0103985629138307,-0.0188259463753815,0.0018527641830806,0.201538548754537,0.0677792583898089,0.0058226645426099,-0.0215722696126482,0.005227163015266,0.0773460547463281,-0.0099074798786473,-0.0058396477451376,-0.0127696075903144,0.0004027362003641,0.169073979925247
pair 31,0.0301310984191833,-0.0060296523855048,0.0130903218389725,0.0053020103023033,-0.0934893193262415,0.0507381963544395,-0.0215953876381362,0.0095699209550997,0.0035895446085893,-0.243049033842488,0.0585364161594268,0.0825244583917147,0.0100908747309569,-0.0151331447916237,-0.174197079955407,0.0247598734130918,0.0142494108188819,0.0066967423671765,0.0019090334139477,-0.183998230149187,0.0427858081274553,-0.0063477870673166,0.0009639402548327,0.0027907095910242,-0.195465064889959,0.0187767434167618,-0.0090038258634353,0.0075731436450079,0.0002878980782765,-0.332933057398365,-0.0050269303680071,0.002649755097776,0.0050425457210927,0.0044818350090512,-0.156319386599282,-0.015108362982833,-0.001823469368478,0.0035536838221929,0.0029334880436266,-0.314705283076157
pair 32,-0.0046781953627271,0.0093117916339506,0.0158054994645298,-0.0103809740839701,0.0359397072171481,-0.0250890771625764,0.0101753136221646,0.0082896015572761,0.0009885005550949,0.381008438168687,0.0240020043719794,-0.0241460669935312,0.0265548136696137,-0.0220355910257767,0.34937370116038,8.75527141941121e-05,0.0087696268274628,0.0115101865364371,-0.0177778827417617,0.316672534415384,-0.0482825966092857,0.0219994503950697,0.0027493402778011,-0.0141096976376423,0.139844008831203,-0.0543616205660062,0.0211782061663564,-0.001693180422143,-0.0189110685126949,-0.0726549379044833,-0.0019248094022165,0.0057456184033567,0.0372187888981418,-0.0198404549223699,-0.046992053509833,-0.0064306423507243,0.0176525540855106,0.0225640671118434,-0.0162575502619078,0.319946961056586
pair 33,-0.0546480538117961,0.0547544482367359,-0.0332869373610944,-0.0019028381610597,0.271359681920867,-0.0600240455818708,0.0619150834757946,-0.0292732618531938,0.003636058694002,0.220233353324204,-0.0444849569738855,0.0286678093775243,-0.0198507733340316,-0.0131673497806705,0.210648810850925,-0.0820536711086257,0.0345600400634022,-0.0426978651134065,-0.0082393320534161,0.286110457406516,-0.0740687393115201,0.053391119603176,-0.0241477665576089,-0.0063193581136028,0.245903037146227,-0.0696676964663284,0.047716856404673,-0.0222709290395069,1.49008163622894e-05,0.194054119953254,-0.0635373254575323,0.0457761033289064,-0.030387133481245,-0.0073752714896319,0.46799411834659,-0.0789324752971154,0.0401818822294371,-0.0296781587425144,0.009788061196613,0.221415077427601
pair 34,0.056450389364523,-0.008095930219325,0.0035652486759981,0.0104889745177199,-0.32780456074093,0.0505944658953667,0.0111932173240197,-0.0102351805742216,-0.0024706774796933,-0.682384256346767,-0.0126670242832604,-0.0462135371878891,0.0189164187110399,0.0099966834760154,-0.185591331119871,-0.0032460993219664,-0.0091833422401256,0.024915577297081,0.002274459048119,-0.558211162783543,0.0202580250815928,0.0358756632219521,0.0134954629252129,-0.0152007357913371,-0.132080621289671,0.0357923900948594,0.0324626118692038,-0.0022475242253426,-0.0106897116494877,-0.10247841518965,0.0411892202527239,-0.0170746473388306,0.0245346974275037,-0.0005475656265628,-0.553049457601898,0.067967551789076,-0.0044357028740589,0.0394633866782619,-0.0017136747309322,-0.600805182583715
pair 35,0.0464690869246832,-0.0288786254176346,-0.0291874217721172,0.023479906774593,0.0529743925319152,0.0672728584175405,-0.0234105002639726,-0.0482694927409771,0.0314456924231117,0.459042169969988,0.0085208369569871,-0.0119100602516226,-0.0095702573564764,0.0118005751539314,-0.0609482288356551,0.01960846509778,-0.0261193883053382,-0.0177094075924796,0.0170703529862677,-0.0906071133415736,0.0498072278295353,-0.0223084018822344,-0.031216176740666,0.0222092415556634,-0.668410083577626,0.081894483038155,-0.0283820023792347,-0.0375774382954282,0.0299620074927374,0.234313056143209,0.0511918180828748,-0.0365390691024198,-0.0191523498625211,0.0149307060283967,-0.593052109432394,0.0680434038651849,-0.0389134344078974,-0.0197451362986716,0.0274492960601815,-0.800483962343574
pair 36,-0.0284458461079055,-0.0059009170842716,-0.0128293171140369,-0.0200105599169118,-0.54085018814764,-0.0333274038964358,-0.0034086357577329,-0.0377111462755082,-0.0178322659450347,-0.345297663544056,0.0230196466275791,-0.012846343818063,-0.005603015980835,-0.013123552389504,-0.0434272722522068,-0.0102718523731769,-0.0145990783114775,-0.0130520628029827,-0.0179085881272035,-0.218085159518188,-0.0102669025104446,0.0036790415255252,-0.0073854202063522,-0.0185965862990964,-0.609831842539591,-0.0104958079551661,-0.0002852685912829,-0.036114345373636,-0.0191317669848819,-0.711757761671764,0.0043567696791103,0.0067356169876903,-0.0141889907290378,-0.0222757265345112,-0.585088319865128,0.0016574722177055,0.0084362996761502,-0.0290328339391005,-0.0236620558707034,-0.705651576206572
pair 37,-0.0088238597854113,0.0032113209652701,-0.0115913577947913,-0.0551464745982711,-0.389294969400616,0.0131080222851674,-0.0102118486324159,-0.0135946076658891,-0.0591121417018354,-0.491980131366641,-0.0375185062316517,0.0027608102114035,-0.032826409509908,-0.0275619840293377,-0.18257190187508,-0.0485243993834986,0.0114046677498922,-0.0051050926648507,-0.0372455199485528,-0.193298479118866,0.010755284888532,0.0184976210639642,0.0124333352384683,-0.0600455526716137,-0.665773296646093,0.0335049424125189,0.011080556143827,0.006961146613162,-0.0744135675795713,-0.846163682899595,-0.0034920380607934,0.0230485284956902,-0.0012381188755895,-0.0473979033606799,-0.631185733849291,0.027263692617037,0.003824374211159,0.0115144763103234,-0.0550803443115919,-0.601793425425281
pair 38,-0.0716600996486612,-0.0050920349807986,0.0100246747104134,-0.0041802975046983,-0.297380495055724,-0.0278203943520162,0.0239154489530217,0.0134120123568085,-0.0052920381641109,-0.329071261155568,-0.0304552222789027,-0.0531259945822435,0.0277581224864682,-0.001734872239342,-0.149574643564775,0.0368660425313576,-0.0465140176308455,0.0259943947523331,-0.0020356090110934,-0.394736221720576,-0.0417273010960741,-0.0062471964604525,0.019302548404254,-0.00851737251572,-0.284511778485227,-0.0730984215334044,0.0261006750340301,0.0145676076997481,-0.0046045789577701,-0.340549099918451,0.0167461017796783,-0.0315586955582606,0.0198324295465341,-0.0052768260574311,-0.317522721652668,0.013591871021532,0.0025089827873344,0.0121827048855385,-0.0055350562159953,-0.368917435298146
pair 39,0.0743153022656789,-0.0299156668512517,0.0593865887257331,-0.0074225311998386,-0.222333263258525,0.0776048277628886,-0.0392427239634733,0.0414464897587419,0.0025390427042848,-0.232077710728403,0.0833599103806277,-0.0181303099668737,0.0042661926401579,-0.0133955624728961,-0.272622382231939,0.0754155092222617,-0.0165937197311637,0.0305624580366024,-0.0161384887573269,-0.254202620497731,0.0732023168649879,-0.0301131901478822,0.0540027997473948,-0.0100390114082576,-0.277505416234641,0.0673966379330826,-0.0423778988788032,0.0440857894699422,0.0042130849934792,-0.330672628949997,0.078642420451635,-0.0289228929786087,0.0421737001686599,-0.0087232954806784,-0.256959453447573,0.0839148278528701,-0.0511232641571864,0.0396142423531363,0.0019919357229787,-0.237942821172589
pair 40,-0.0242104647550123,-0.0355288837595894,0.0122755370976936,-0.0090482714122969,0.219179268759344,-0.0315662964741942,-0.0398912010036734,0.0191750549752441,0.0069633220057454,0.280299604616722,-0.0422652531217638,-0.0221245113051413,0.0118077296565614,-0.0011746233745739,0.0097353722899541,-0.0356939757039376,0.0074970307350554,0.0098867797880583,-0.0066474562369976,0.182748321220182,-0.0120094386411761,-0.0009986061321947,0.0133289360303807,-0.0072685321263176,0.25060818111384,-0.0314934377173103,-0.0110307928119425,0.0078643510279689,0.0066997878021518,0.423106560659302,-0.0205648046892677,0.0040274892161764,0.018125280344694,-0.004463594701398,0.183884796105426,-0.0062207230766363,0.0019337519307228,0.0113085912311565,-0.0038023099177136,0.305379049557227
pair 41,-0.0460031431541085,0.0208320369137057,0.0216053649984346,0.010596323772483,-0.260617808536579,-0.0489895230609235,0.0453207684962248,0.0025056195637574,0.0052016691859622,-0.24834285183478,-0.0846568810393326,0.008513343937299,0.0073803774311888,0.0066245722230371,0.0680353049965653,-0.0786485473271341,0.0075053064364953,0.0193231844158098,7.79981803560989e-06,-0.288457711067792,-0.0469475631830206,0.0190725412730691,0.0168331387924386,-0.0034354958649674,-0.149085982818787,-0.0667203886595475,0.0415802299271182,0.0078547862323986,-0.0030586182770824,-0.456250295041975,-0.0402432169703335,0.0097227882089317,0.0262370458497406,-0.0077995546185428,-0.391212113027712,-0.0456941542083827,0.0303764227716338,0.0244202575174233,-0.0109161694827463,-0.434811260089822
pair 42,0.0374049334376415,-0.0420934255079984,-0.0011452969090982,-0.0160685843080596,0.0801735879970794,0.0632913364923951,-0.0151437546851174,0.0107315895818301,-0.0030965513569179,-0.0840877691660127,-0.01611400735398,-0.0069573960875875,-0.0099108944068503,-0.0115064462678254,0.117018608019967,0.0047166474874683,-0.0422951673308404,-0.0126384827448082,-0.0084655141771071,0.474935898672399,0.0370606062110417,-0.0108924411426201,-0.0117234719129324,0.0008042668656252,-0.141749132169243,0.0342596131825976,-0.0353239660400616,-0.0009613226306938,0.0053528810114727,0.0663022908681783,0.014370050763834,-0.0303085750163151,-0.0105202395146554,-0.0061277136113748,-0.0766222180531276,0.0210263295567215,-0.015013891634937,0.0043801418538449,0.0151830963261986,-0.196869370487878
pair 43,0.15172080325665,0.0432407831187316,-0.015780410081398,0.0054499933207674,-0.585554137274654,0.150015567526728,0.0351719965064932,-0.0046895124088277,-0.0045495986099326,0.290975936567383,0.0675306821341456,0.0930304424124905,-0.0286799952197291,0.0100223318129315,0.274056922745043,0.0827941418145313,0.0529782390215054,-0.0296694289953331,0.0044676620738345,0.436249198914993,0.110301588637964,0.0557886370861975,-0.0003477544284728,0.0020154562736039,0.429221225553782,0.142566576874392,0.0442982328320643,-0.0030857767545269,-0.0035004066543693,0.455804025912797,0.0996354824348288,0.0716659214515936,-0.0128442757730979,-0.0064296037769653,0.478638637060678,0.114111889402192,0.0655805923982039,-0.0061336674853789,-0.0064118392797201,0.55396575447439
pair 44,0.0239990581339797,0.0055663887765186,0.0253860311669076,0.0074967692580082,-0.0176939901233493,0.017806273401877,-0.0028194030200274,0.0181743854926943,-0.0025607083262667,0.633615174431386,0.0201973107853482,0.0288103134299766,0.0664884214882025,0.0001367594399303,0.212539442521902,-0.010735233688437,0.0090863949076414,0.036769816566393,-0.005978605880943,0.546731901478306,0.0170032710002935,0.010499736079724,0.0237695179341377,0.003017223899548,-0.212800750304139,0.0123294776426243,0.0118964503020595,0.0087366227194091,-0.0034587747138698,0.619902230546506,-0.0075009982017285,0.0039579146835438,0.0330132072740656,-0.0010626215013453,0.497993836247252,0.0079445517530686,0.0177995704348867,0.0058347601817064,0.0010710657105514,0.595082755455311
